id,created,key,summary,project_id,assignee_id,creator_id,overall_worklogs
723238,2020-09-01 14:07:05.980,BALT-7716,Downgrade flow for payments,13,1,193,8100
723236,2020-09-01 15:18:04.138,BALT-7718,Handle template owner title when template published ,13,10,10,3300
723235,2020-09-01 15:42:03.773,BALT-7719,Reconfigure forest admin after new release,13,208,208,18000
723233,2020-09-01 16:01:24.397,BALT-7721,Hide Charge modal window when inviting a viewer on Team plan,13,208,208,1200
723232,2020-09-01 16:01:56.966,BALT-7722,"Display charge modal window when changing role to viewer on ""Team"" plan",13,33,208,8100
723231,2020-09-01 16:02:58.937,BALT-7723,Fix backend when viewer added/changed/removed,13,330,330,3600
723230,2020-09-01 16:06:56.271,BALT-7724,Notification refactoring research,13,330,330,1200
723229,2020-09-01 16:16:12.841,BALT-7725,Text not aligned in preview mode on the canvas,13,365,193,900
723228,2020-09-01 16:17:15.605,BALT-7726,Cover payments with tests,13,1,1,18000
723227,2020-09-01 16:18:10.636,BALT-7727,create customer test,13,1,1,7200
723226,2020-09-01 16:18:38.335,BALT-7728,get current plan test,13,1,1,9000
723225,2020-09-01 16:25:39.336,BALT-7729,Last slide in preview mode cut,13,365,193,900
723224,2020-09-01 16:30:12.663,BALT-7730,test: create subscription,13,1,1,9900
723223,2020-09-01 16:38:40.968,BALT-7731,Incorrect placeholder in Sharing modal,13,365,193,1200
723222,2020-09-01 16:46:58.883,BALT-7732,Notifications refactoring,13,330,330,21600
723221,2020-09-01 16:47:21.829,BALT-7733,Bugs on the canvas with mark up,13,242,193,6600
723220,2020-09-01 17:00:16.401,BALT-7734,Update notification model schema,13,330,330,30000
723218,2020-09-01 17:01:18.192,BALT-7736,Collaborators dropdown's content is not centered on the canvas,13,365,147,1200
723217,2020-09-01 17:01:51.840,BALT-7737,Refactor notification creation and related code,13,330,330,30000
723215,2020-09-01 17:31:14.068,BALT-7739,Digital passport page doesn't show Classes and Grades data,13,10,193,15300
723214,2020-09-01 17:39:23.110,BALT-7740,None certificate not aligned horizontally with text,13,365,193,1200
723212,2020-09-01 18:21:20.206,BALT-7742,Delete mess public templates,13,330,193,19800
723211,2020-09-01 19:01:56.800,BALT-7743,Set grey color for Finished assignments in Schedule,13,365,193,1800
723207,2020-09-01 19:14:21.788,BALT-7747,Learn section with ability to buy courses,13,11,193,16200
723204,2020-09-02 04:14:43.434,BALT-7750,Fix alignment of on/off boarding,13,242,242,3000
723203,2020-09-02 06:36:45.484,BALT-7751,Stripe products and prices reworking,13,11,11,16200
723201,2020-09-02 08:36:57.331,BALT-7753,Line-height issue (Font size equals line-height),13,149,1,1680
723200,2020-09-02 09:05:17.891,BALT-7754,Add Cancel button for card details edit form,13,208,147,6600
723199,2020-09-02 09:12:17.020,BALT-7755,Get the latest prod dump,13,112,4,900
723198,2020-09-02 09:21:20.113,BALT-7756,Drop unused sitepoint controllers,13,192,192,2400
723197,2020-09-02 10:09:48.331,BALT-7757,"""Upgrade prompts"" modals",13,107,1,10800
723196,2020-09-02 10:15:00.065,BALT-7758,Add few tests for form requests,13,192,192,2100
723193,2020-09-02 10:54:30.066,BALT-7761,Text box doesn't apply font for text,13,33,193,11100
723192,2020-09-02 11:09:45.899,BALT-7762,Add tests for sitepoint/organisations,13,192,192,6600
723190,2020-09-02 11:40:37.432,BALT-7764,Make DB snapshot on staging and production before migration,13,82,193,1800
723189,2020-09-02 12:22:29.335,BALT-7765,Fix cronjob for laravel scheduler,13,82,210,25800
723188,2020-09-02 12:28:14.870,BALT-7766,Add stage for RDS snapshots to production deploy pipeline,13,82,210,14400
723187,2020-09-02 12:31:30.816,BALT-7767,Add external secrets and reloader service to eks,13,82,210,187200
723186,2020-09-02 13:06:29.470,BALT-7768,Add onboarding_status field to users model,13,191,191,15300
723185,2020-09-02 13:08:16.858,BALT-7769,Create endpoint to increment onboarding_status,13,191,191,3600
723184,2020-09-02 13:15:34.199,BALT-7770,Return onboarding_status in short-profile endpoint response,13,191,191,900
723183,2020-09-02 14:09:50.433,BALT-7771,Backend: fix notification on secret link join,13,330,330,1800
723182,2020-09-02 15:22:44.181,BALT-7772,Ability to edit lesson name on canvas,13,365,365,3600
723181,2020-09-02 15:35:31.520,BALT-7773,Compare Design and Dev Layout,13,149,149,103620
723180,2020-09-02 15:49:15.795,BALT-7774,Assignments Schedule status field returns as null,13,191,191,1200
723179,2020-09-02 16:13:21.573,BALT-7775,test: isUpgrading method,13,1,1,7200
723178,2020-09-02 16:14:31.403,BALT-7776,test: upgrade subscription,13,1,1,7200
723177,2020-09-03 05:44:53.417,BALT-7777,Fix Broken quick template edit,13,208,208,3000
723176,2020-09-03 06:49:36.953,BALT-7778,Update dev database from production  ,13,82,10,1200
723175,2020-09-03 07:46:56.762,BALT-7779,Upgrade EKS cluster version to 1.18,13,82,210,16200
723174,2020-09-03 08:02:24.974,BALT-7780,500 error short-profile endpoint,13,11,33,5400
723173,2020-09-03 08:12:24.443,BALT-7781,[Markup] Fix layout for subscriptions list,13,86,86,4200
723171,2020-09-03 08:50:39.219,BALT-7783,Clone shared lesson,13,4,33,19800
723170,2020-09-03 11:22:50.385,BALT-7784,Remove old index endpoint in AssignmentController,13,191,191,2400
723169,2020-09-03 12:49:45.917,BALT-7785,Frontend: Routing,13,365,365,19800
723168,2020-09-03 12:49:54.899,BALT-7786,Frontend: Edit workspace page,13,365,365,7200
723167,2020-09-03 12:50:05.021,BALT-7787,Frontend: Add personal data page,13,365,365,7200
723166,2020-09-03 12:50:11.321,BALT-7788,Frontend: Finish page,13,365,365,4200
723165,2020-09-03 13:00:37.258,BALT-7789,test: cancel subscription,13,1,1,7200
723164,2020-09-03 13:23:02.564,BALT-7790,Issue with plan on switch-organisation,13,11,11,7200
723163,2020-09-03 13:57:03.947,BALT-7791,Backend: Remove Teams,13,192,193,24600
723156,2020-09-03 14:34:48.946,BALT-7798,Move session from files to memory based storage,13,192,193,2100
723155,2020-09-03 14:45:19.092,BALT-7799,Teacher circle bugs,13,33,33,4800
723153,2020-09-03 16:07:32.702,BALT-7801,test: create invoice subscription,13,1,1,7200
723152,2020-09-03 16:29:33.945,BALT-7802,Incorrect invite link,13,330,193,3600
723149,2020-09-04 06:22:55.055,BALT-7805,Prepare console command (to make lessons clone),13,10,10,25200
723148,2020-09-04 08:22:42.929,BALT-7806,Check subscription plan for existence on redirect from the main website,13,11,11,4500
723147,2020-09-04 08:33:33.006,BALT-7807,choose plan from website redirects to login,13,208,208,2400
723146,2020-09-04 10:24:05.256,BALT-7808,Learn section research,13,11,11,24300
723145,2020-09-04 15:09:11.658,BALT-7809,test: upgrade invoice subscription,13,1,1,7200
723144,2020-09-04 15:13:01.491,BALT-7810,test: grant enterprise unlimited,13,1,1,7200
723143,2020-09-04 15:17:12.128,BALT-7811,test: increment subscription quantity,13,1,1,7200
723142,2020-09-04 15:18:34.471,BALT-7812,test: decrement subscription quantity,13,1,1,7200
723141,2020-09-04 20:22:55.767,BALT-7813,Separate notifications from main code flow,13,330,330,85500
723140,2020-09-05 05:22:42.412,BALT-7814,Research and write plan for code refactoring,13,365,365,3000
723138,2020-09-06 15:15:45.650,BALT-7816,Frontend: Adaptive design,13,86,365,13200
723137,2020-09-06 15:18:43.297,BALT-7817,Update color and icon for default user's workspace,13,365,365,900
723136,2020-09-06 15:19:02.583,BALT-7818,Add workspace_url to /short-profile response,13,365,365,600
723134,2020-09-06 15:38:27.074,BALT-7820,Back: Update paginations to canonical structure,13,330,330,99300
723133,2020-09-06 15:38:43.013,BALT-7821,Front: Update pagination handling from canonical structure,13,208,330,117900
723131,2020-09-07 05:51:42.156,BALT-7823,Disable xdebug by default in base php docker image,13,192,192,5400
723130,2020-09-07 06:00:02.309,BALT-7824,Deploy ForestAdmin with Stripe integration,13,208,208,10800
723129,2020-09-07 07:17:56.351,BALT-7825,Redesign Pricing Table,13,107,107,13800
723128,2020-09-07 07:34:42.599,BALT-7826,Frontend: Refactoring,13,365,365,10800
723126,2020-09-07 08:09:26.168,BALT-7828,Offboard Nick,13,193,193,1200
723125,2020-09-07 09:09:08.955,BALT-7829,Profile clone lesson script,13,192,192,7200
723124,2020-09-07 09:24:59.113,BALT-7830,Remove dead code,13,365,365,19800
723123,2020-09-07 09:26:04.610,BALT-7831,"Refactor reducers and epics, remove unused entities",13,365,365,9000
723122,2020-09-07 09:27:22.842,BALT-7832,"Remove all ESLint warning and errors, add ESLint to the pipeline",13,365,365,23400
723121,2020-09-07 09:28:29.409,BALT-7833,Research and apply some project structure,13,365,365,21300
723120,2020-09-07 09:29:39.714,BALT-7834,Remove unused libs and dependencies,13,365,365,5400
723119,2020-09-07 09:30:26.735,BALT-7835,Improve work process with Sentry,13,365,365,6000
723118,2020-09-07 09:41:07.536,BALT-7836,Fix errors and warnings in console,13,365,365,13800
723117,2020-09-07 09:41:26.713,BALT-7837,Try to upgrade React version,13,365,365,6300
723116,2020-09-07 09:42:10.209,BALT-7838,Correctly setup unit-tests(fix problems with bit),13,365,365,12000
723113,2020-09-07 10:39:41.190,BALT-7841,Check all used endpoints on frontend(Teacher dashboard),13,365,365,3600
723112,2020-09-07 11:10:40.482,BALT-7842,Document management - move to own workspace,13,330,330,9000
723110,2020-09-07 12:35:20.825,BALT-7844,Fasten onboarding page load,13,365,147,900
723109,2020-09-07 12:49:58.520,BALT-7845,Schedule: No Assignments image is missing,13,86,147,2400
723108,2020-09-07 13:22:04.128,BALT-7846,"Remove ""Learn section"" restriction form Free subscription",13,208,1,2400
723106,2020-09-07 16:54:08.791,BALT-7848,Switch to using Laravel FileSystem components for interacting with S3,13,192,43,3600
723103,2020-09-07 19:06:58.840,BALT-7851,Collaborators are not removed properly from lesson template,13,33,147,13800
723102,2020-09-07 20:40:53.356,BALT-7852,Assignments are not displayed at all assignments tab,13,365,147,10500
723100,2020-09-08 05:58:43.447,BALT-7854,Fix old notifications which depends to the assignments ,13,10,10,13200
723099,2020-09-08 08:03:19.316,BALT-7855,Research Forest admin Charts ,13,208,208,7200
723098,2020-09-08 08:35:34.733,BALT-7856,Endpoint to get payment intent for audio course buy,13,11,11,10800
723097,2020-09-08 08:36:25.878,BALT-7857,Products table and relation with customer and bought products,13,11,11,40500
723095,2020-09-08 09:32:48.775,BALT-7859,Give enteprise plan for 3 demo accounts,13,330,193,5400
723093,2020-09-08 10:38:55.639,BALT-7861,"[Markup] Need to refactore and complete markup for the ""Learn"" page",13,86,86,5400
723091,2020-09-08 10:59:06.062,BALT-7863,Study and test the existing page,13,86,86,2820
723090,2020-09-08 11:00:10.964,BALT-7864,"Complete the markup, add improvements and fix bugs",13,86,86,7200
723089,2020-09-08 11:00:27.688,BALT-7865,Add adaptive styles for the different screens,13,86,86,2400
723088,2020-09-08 11:06:20.218,BALT-7866,Study the existing code,13,86,86,2100
723087,2020-09-08 11:06:47.109,BALT-7867,"Refactore the code, add improvements and fix bugs",13,86,86,29100
723086,2020-09-08 11:07:02.193,BALT-7868,Add adaptive styles for the different screens,13,86,86,7800
723084,2020-09-08 11:24:41.666,BALT-7870,"Need to create the component, add markup and styles",13,86,86,5400
723082,2020-09-08 11:31:46.729,BALT-7872,[Markup] Need to create the 'Thank you!' page,13,86,86,1500
723081,2020-09-08 12:01:41.898,BALT-7873,Restrictions: free plan can create 3 workspace.,13,330,330,10800
723080,2020-09-08 13:22:30.247,BALT-7874,Create basic flow,13,365,365,12600
723079,2020-09-08 13:27:40.625,BALT-7875,Test changes on staging,13,193,193,10500
723078,2020-09-08 13:31:27.370,BALT-7876,Create artisan command to delete lessons,13,4,4,5400
723077,2020-09-08 13:34:30.113,BALT-7877,Cannot create lesson from quick template,13,10,193,4500
723076,2020-09-08 14:20:13.122,BALT-7878,Teacher cannot add lesson from Templates Library,13,10,193,13800
723074,2020-09-09 03:34:52.641,BALT-7880,Page reloads when Teacher visits assignment preview,13,33,147,4500
723073,2020-09-09 03:42:50.496,BALT-7881,Assignment Content is not displayed properly,13,365,147,300
723072,2020-09-09 03:51:10.850,BALT-7882,Assignment not immediately displayed at Schedule,13,33,147,17100
723070,2020-09-09 04:36:38.766,BALT-7884,Create persistent store for podcast data needed in Checkout,13,208,208,4500
723069,2020-09-09 04:37:10.119,BALT-7885,"Create actions, reducer and epic to fetch payment intent",13,208,208,12900
723067,2020-09-09 05:15:34.194,BALT-7887,Refactor prismic api usage to actions and epics,13,208,208,13200
723065,2020-09-09 05:41:05.493,BALT-7889,Fix failed test https://gitlab.com/teacherly/teacherly/-/jobs/726727465,13,10,10,2400
723064,2020-09-09 05:46:47.501,BALT-7890,Configure filesystem s3 for dev,13,192,192,3600
723063,2020-09-09 05:47:27.115,BALT-7891,Refactor app/Http/Controllers/Webhooks/AddPipeController.php to use filesystem,13,192,192,11100
723062,2020-09-09 06:06:08.012,BALT-7892,Pricing Table - Website,13,149,149,17640
723061,2020-09-09 06:20:42.033,BALT-7893,Inviting and Assigning students - Modal windows,13,149,149,78900
723060,2020-09-09 06:27:45.415,BALT-7894,Fix groupButtons and empty page's layouts,13,242,242,6600
723059,2020-09-09 06:40:13.787,BALT-7895,I can see class details when I change workspace,13,33,193,6000
723058,2020-09-09 06:48:44.083,BALT-7896,Add sign up on login page,13,365,193,1800
723057,2020-09-09 07:03:46.015,BALT-7897,Viewer cannot open and see lesson in workspace,13,33,193,13200
723056,2020-09-09 07:17:07.575,BALT-7898,Calendar's create assign btn ,13,33,193,3900
723055,2020-09-09 07:28:13.362,BALT-7899,Your performance not loads fully when you go throw main page URL https://staging.teacherly.io/,13,365,193,6600
723054,2020-09-09 07:33:12.939,BALT-7900,Incorrect markup in userItemComponent,13,1,193,19800
723052,2020-09-09 10:06:41.499,BALT-7902,Teacher is prompted to add students even if there are students in Class,13,365,147,1200
723051,2020-09-09 11:32:24.222,BALT-7903,Fix the bugs with Invite to the team modal window,13,86,147,2700
723048,2020-09-09 12:16:25.388,BALT-7906,Color for online user,13,107,33,3000
723047,2020-09-09 14:15:00.216,BALT-7907,"Remove ""Load more"" button for small amount of items",13,33,1,56100
723046,2020-09-09 15:07:15.843,BALT-7908,Unable to create assignment,13,365,147,1200
723045,2020-09-09 15:15:01.626,BALT-7909,Issues with Templates,13,365,147,900
723044,2020-09-09 15:20:05.265,BALT-7910,Testing changes on dev,13,147,147,8100
723043,2020-09-09 15:28:18.701,BALT-7911,Refactoring LessonCommentsController,13,192,192,7800
723042,2020-09-09 16:11:12.082,BALT-7912,Refactoring OnboardingForm,13,192,192,17400
723040,2020-09-09 16:15:58.641,BALT-7914,Refactoring Asset,13,192,192,15900
723039,2020-09-09 16:23:13.993,BALT-7915,Refactoring S3Service and UploaderService,13,192,192,25500
723038,2020-09-09 16:31:00.982,BALT-7916,Updated Terms and conditions link,13,86,1,1500
723036,2020-09-09 17:23:46.733,BALT-7918,Class page: Assignment/Student toggle design breaks at width less 944px,13,242,147,8700
723034,2020-09-10 07:06:33.694,BALT-7920,10.2 - Student part new design,13,86,193,69600
723032,2020-09-10 07:36:18.365,BALT-7922,Handle purchased podcasts in Learn section and checkout,13,208,208,6600
723031,2020-09-10 08:43:39.436,BALT-7923,Students list broken pagination details,13,10,33,5100
723030,2020-09-10 08:49:19.040,BALT-7924,Change URL of lesson comments API.,13,33,191,11400
723028,2020-09-10 09:56:52.629,BALT-7926,Send receipt on course purchase,13,11,11,15300
723027,2020-09-10 10:03:41.166,BALT-7927,Clone shared lesson,13,33,4,4200
723026,2020-09-10 10:08:30.826,BALT-7928,"Unable to clear student search field, upcoming lesson is not displayed",13,365,147,2400
723025,2020-09-10 10:21:22.116,BALT-7929,Install Hotjar script on production,13,208,208,2700
723024,2020-09-10 10:21:58.733,BALT-7930,Template's collaborators retrieve bug,13,4,4,23400
723023,2020-09-10 12:09:24.802,BALT-7931,Quiz - Creation flow,13,149,149,258240
723022,2020-09-10 12:50:00.391,BALT-7932,Refactor call to collaborators endpoint,13,365,4,3600
723021,2020-09-10 13:00:33.981,BALT-7933,Fix bugs after refactoring,13,365,365,6000
723020,2020-09-10 13:10:27.218,BALT-7934,Add hr service to docker-compose for development,13,192,192,4800
723019,2020-09-10 13:20:33.031,BALT-7935,[Teams page] - Adapt and fix markup,13,242,242,1800
723018,2020-09-10 13:22:43.174,BALT-7936,[Lesson templates] - Fix markup,13,242,242,12000
723016,2020-09-10 13:28:59.136,BALT-7938,[Account Settings page] - Fix markup,13,242,242,14400
723015,2020-09-10 13:30:11.417,BALT-7939,[Pricing page] - Fix markup,13,242,242,3300
723014,2020-09-10 14:03:42.300,BALT-7940,Remove referrals functionallity,13,10,10,6900
723013,2020-09-10 14:33:57.272,BALT-7941,Fix and adapt layouts for each breakpoints,13,242,242,9000
723012,2020-09-10 14:36:29.279,BALT-7942,Check and fix the layout of the cards for adaptability,13,242,242,12900
723011,2020-09-10 14:39:51.236,BALT-7943,Fix card's elements and layout,13,242,242,10800
723010,2020-09-10 14:41:58.396,BALT-7944,Update the reset button according to the new design,13,242,242,7200
723009,2020-09-10 14:42:55.040,BALT-7945,Fix placeholder's bug,13,242,242,1500
723008,2020-09-10 14:45:39.533,BALT-7946,"Fix card's badge, refactor mediaStyles and check all elements",13,242,242,10800
723007,2020-09-10 14:55:39.746,BALT-7947,Correct breakpoints,13,242,242,9000
723006,2020-09-10 15:02:11.114,BALT-7948,Add active selected item's logic and styles,13,242,242,1500
723005,2020-09-10 15:03:26.919,BALT-7949,Change position of the placeholder's label and add icon,13,242,242,7200
723004,2020-09-10 15:04:58.024,BALT-7950,Fix color of scrolls,13,242,242,2100
723003,2020-09-10 16:00:27.642,BALT-7951,Remove the upload button and add it's functionality to upper button,13,242,242,1800
723002,2020-09-10 16:11:10.027,BALT-7952,Check and update Typography ,13,242,242,5100
723001,2020-09-10 16:12:28.269,BALT-7953,Fix background color in blocks,13,242,242,1200
723000,2020-09-10 16:15:31.907,BALT-7954,Fix container's paddings in breakpoints,13,242,242,1200
722999,2020-09-10 18:35:53.210,BALT-7955,Change URL of lesson standards API,13,33,191,9900
722998,2020-09-11 02:12:45.005,BALT-7956,"Dashboard page: make content centered on sm breakpoint, fix content width",13,1,1,16500
722997,2020-09-11 05:07:23.562,BALT-7957,Classes Page: Fix width on sm vertical breakpoint on assigment page,13,1,1,6600
722996,2020-09-11 05:14:17.682,BALT-7958,ClassesPage: Fix Lesson description,13,1,1,14400
722995,2020-09-11 05:20:32.363,BALT-7959,"Classes Page: Fix  margin in menu on assignment page, check fonts",13,1,1,7200
722994,2020-09-11 05:22:31.571,BALT-7960,Schedule: fix content width on sm breakpoint,13,1,1,21600
722993,2020-09-11 06:30:23.707,BALT-7961,Remove users usage in classes/:id endpoint,13,365,10,2400
722992,2020-09-11 08:01:51.653,BALT-7962,Teacher cannot find lessons after separating from teacherly organization,13,330,193,8100
722991,2020-09-11 08:31:43.010,BALT-7963,Refactor Resend collaborator invite endpoint,13,4,4,12600
722990,2020-09-11 08:33:58.740,BALT-7964,Refactor Cancel collaborator invite endpoint,13,4,4,6000
722989,2020-09-11 09:45:52.200,BALT-7965,"Error in the student assignment list, no more than 10 students",13,365,149,3600
722988,2020-09-11 10:22:00.109,BALT-7966,Add test for payment intent create,13,11,11,62100
722987,2020-09-11 12:32:02.951,BALT-7967,File url is not updating after submitting edit form,13,208,192,2400
722985,2020-09-11 12:34:28.068,BALT-7969,Add tests for OnboardingFormController,13,192,192,5100
722984,2020-09-11 13:01:03.537,BALT-7970,[Markup] Need to correct markup for the Course page accorded to updated design,13,86,86,13200
722983,2020-09-11 13:42:36.631,BALT-7971,Get rid of lessonTemplates users pivot table,13,4,4,10200
722982,2020-09-11 13:42:57.627,BALT-7972,Remove collaborators bug,13,4,4,7500
722981,2020-09-14 05:15:49.319,BALT-7973,Plan cloning lesson code optimisation,13,192,193,4800
722980,2020-09-14 06:41:49.475,BALT-7974,Create mind map how works canvas,13,193,193,4500
722979,2020-09-14 06:45:28.318,BALT-7975,Get rid off PhaseCommandObject enabled field,13,191,192,22500
722978,2020-09-14 07:49:31.717,BALT-7976,Lesson cloning code optimization,13,10,192,20700
722977,2020-09-14 07:49:52.884,BALT-7977,Lesson state retrieving optimisation,13,191,192,2700
722976,2020-09-14 08:06:32.190,BALT-7978,Optimize InputField->createClone method,13,10,192,22500
722975,2020-09-14 08:06:55.267,BALT-7979,Optimize PhaseSection->createClone method,13,11,192,9000
722974,2020-09-14 08:09:15.456,BALT-7980,Optimize Phase->createClone method,13,330,192,10800
722973,2020-09-14 08:09:35.494,BALT-7981,Optimize Activity->createClone method,13,10,192,16500
722972,2020-09-14 08:10:05.084,BALT-7982,Optimize Question->createClone method,13,4,192,57300
722971,2020-09-14 08:10:24.824,BALT-7983,Optimize PhaseCommands->createClone method,13,330,192,41400
722969,2020-09-14 08:57:45.223,BALT-7985,Move PhaseCommandType to constants,13,191,192,64500
722968,2020-09-14 08:58:18.418,BALT-7986,Move PhaseObjectType to constants,13,191,192,17100
722967,2020-09-14 09:04:51.136,BALT-7987,Rethink phase and phase sections ordering algorithm,13,191,192,39480
722966,2020-09-14 09:18:09.620,BALT-7988,Upgrade laravel to version 7,13,192,192,9600
722965,2020-09-14 09:18:58.122,BALT-7989,Upgrade laravel to version 8,13,192,192,22200
722964,2020-09-14 09:19:59.407,BALT-7990,Upgrade php to 7.3 version,13,192,192,3600
722963,2020-09-14 09:24:52.104,BALT-7991,Fix bugs in breakpoints,13,242,242,10800
722962,2020-09-14 09:25:27.936,BALT-7992,Fix card's sizes and paddings,13,242,242,9600
722961,2020-09-14 09:42:29.267,BALT-7993,Rework assignments,13,107,107,14400
722960,2020-09-14 09:44:55.745,BALT-7994,Enable collaborator remove for not owner,13,33,4,8100
722959,2020-09-14 09:55:27.973,BALT-7995,Attach new payment method to customer,13,11,11,18900
722958,2020-09-14 10:01:08.805,BALT-7996,Frontend: Remove redundant api call in teacher profile update page,13,33,192,600
722957,2020-09-14 10:28:53.374,BALT-7997,Add tests for app/Http/Controllers/User/UserController.php,13,192,192,3600
722956,2020-09-14 10:42:04.318,BALT-7998,Create Merge Request template for frontend,13,365,365,2100
722954,2020-09-14 11:19:56.331,BALT-8000,Need to correct scroll position when redirecting to the course page and add active state for dashboard button,13,86,86,9000
722952,2020-09-14 12:14:07.000,BALT-8002,Prepare a list of lesson-templates endpoints that are still called from front end,13,33,191,8100
722951,2020-09-14 13:17:24.272,BALT-8003,Send email from billing address form to the create payment intent route,13,208,11,3000
722948,2020-09-14 15:17:40.836,BALT-8006,Teacher cannot add to 'My templates' lesson from query,13,4,193,7800
722946,2020-09-14 16:11:26.566,BALT-8008,Canvas phases are not displayed,13,365,147,10800
722945,2020-09-14 16:34:24.152,BALT-8009,Planning is not working for freshly duplicated templates,13,33,147,2400
722944,2020-09-14 16:41:04.700,BALT-8010,Test on dev server,13,147,147,18900
722943,2020-09-14 16:53:11.614,BALT-8011,Move Services behind Facades,13,330,330,14400
722939,2020-09-15 07:01:16.716,BALT-8015,Edit card Details toggle button is broken,13,208,208,6900
722938,2020-09-15 07:40:10.314,BALT-8016,Change request endpoint on 'add to My templates' action,13,33,4,20700
722937,2020-09-15 07:57:27.215,BALT-8017,Remove redundant asset controllers,13,192,192,13500
722936,2020-09-15 08:00:48.146,BALT-8018,"Remove unused assignment_outcomes table, controllers related to",13,10,10,4200
722935,2020-09-15 08:38:29.438,BALT-8019,Review PhaseUser object usage,13,10,10,3600
722934,2020-09-15 09:57:47.859,BALT-8020,Problems with Learn section after merge,13,365,365,2700
722933,2020-09-15 11:23:25.210,BALT-8021,Review methods related to Topics ,13,10,10,17400
722932,2020-09-15 12:24:57.324,BALT-8022,Resolve development environment issues after react updated on local machine,13,208,208,10800
722931,2020-09-15 12:38:47.962,BALT-8023,Fix Requests classes in AssetController,13,192,192,18600
722930,2020-09-15 13:08:52.486,BALT-8024,Check 'canEdit' response payload usages in front,13,33,4,6600
722929,2020-09-15 13:16:50.879,BALT-8025,Fix select subscription plan button,13,208,208,5400
722928,2020-09-15 14:19:39.896,BALT-8026,Check usage of lessonable_id and lessonable_type fields on frontend,13,33,191,600
722927,2020-09-15 14:39:13.813,BALT-8027,"Hr cant retrieve forms and records, that created not by him",13,330,330,11400
722926,2020-09-15 15:13:01.284,BALT-8028,Show full email of already invitation accepted collaborators,13,33,33,3300
722924,2020-09-15 16:38:39.521,BALT-8030,Missing standards on Planning page for all curriculums (old wizard),13,33,1,17100
722923,2020-09-16 06:32:05.288,BALT-8031,Cleanup unwanted google services,13,192,192,600
722922,2020-09-16 07:30:41.327,BALT-8032,Check Nadia's feedback about lessons' content,13,193,193,2700
722921,2020-09-16 08:59:38.621,BALT-8033,Test on staging,13,147,147,6240
722920,2020-09-16 09:28:24.686,BALT-8034,Fix bug when uploading file through google drive,13,192,192,1500
722919,2020-09-16 09:30:13.253,BALT-8035,[UI] Transfer gitlab MR templates into UI repo,13,86,365,300
722918,2020-09-16 09:30:35.107,BALT-8036,[UI] Transfer eslint config into UI repo,13,86,365,300
722915,2020-09-16 10:26:13.327,BALT-8039,Update Forest Admin migrations,13,208,208,16200
722914,2020-09-16 11:45:24.483,BALT-8040,Handle existing users in Student Invite modal (New users),13,365,1,7800
722913,2020-09-16 12:00:04.189,BALT-8041,Create endpoint for check existing user,13,11,365,900
722912,2020-09-16 12:22:28.017,BALT-8042,Link to Invite students (extend to 24 hours),13,330,1,10800
722911,2020-09-16 12:45:53.511,BALT-8043,Remove LessonTemplateController saveToCollection method,13,4,4,2100
722910,2020-09-16 12:50:40.916,BALT-8044,Email showing twice + wrong logic (Invite collaborators),13,33,1,6600
722909,2020-09-16 15:06:45.780,BALT-8045,Fix spelling in Learn section,13,86,193,600
722908,2020-09-16 15:53:30.015,BALT-8046,Exist user doesn't receive email when workspace admin invites this teacher,13,330,193,6000
722906,2020-09-16 17:36:22.184,BALT-8048,Refactor the code [Activity.js],13,242,242,3600
722905,2020-09-16 18:23:34.093,BALT-8049,Fix lesson collaborators update,13,4,4,41700
722902,2020-09-17 09:03:34.189,BALT-8052,Prepare the environment to work on the new design,13,86,86,3300
722900,2020-09-17 09:06:11.663,BALT-8054,Need to transfer eslint configs in ui-components and student dashboard,13,86,86,3600
722899,2020-09-17 09:07:14.722,BALT-8055,Need to connect bit.dev components to students dashboard,13,86,86,7200
722898,2020-09-17 09:08:49.956,BALT-8056,Need to correct the jest configs in the student dashboard,13,86,86,2400
722897,2020-09-17 09:09:44.597,BALT-8057,Need to prepare the files structure and routes,13,86,86,16800
722896,2020-09-17 09:40:45.444,BALT-8058,Remove aws-sdk usage,13,192,192,3000
722895,2020-09-17 10:05:33.020,BALT-8059,Fix search in student invite flow modal,13,330,193,18000
722893,2020-09-17 10:16:17.234,BALT-8061,Taps on the canvas,13,365,193,16200
722891,2020-09-17 10:58:43.426,BALT-8063,[Canvas] Issue with renaming lesson template,13,365,147,6000
722890,2020-09-17 11:00:05.260,BALT-8064,Research current move/drag functionality,13,365,365,12600
722889,2020-09-17 11:57:59.567,BALT-8065,Add way to populate empty database with test data,13,192,193,38100
722888,2020-09-17 12:19:44.872,BALT-8066,Prepare dependencies for upgrade,13,192,192,2400
722887,2020-09-17 12:54:16.038,BALT-8067,Try to use react-draggable with draft-js,13,365,365,10800
722886,2020-09-17 13:35:30.599,BALT-8068,add illustrations to login,13,107,107,14400
722885,2020-09-17 14:16:25.124,BALT-8069,Send class id in search student endpoint,13,33,33,8700
722884,2020-09-17 15:37:02.496,BALT-8070,Step 1: teacher admin can search only in owned workspaces,13,330,330,13500
722883,2020-09-17 15:37:27.295,BALT-8071,Step 2: editor can search only in current workspace,13,330,330,5400
722882,2020-09-17 15:38:28.954,BALT-8072,Step 3: editor and teacher admin can invite student only by full email (tab 'new'),13,330,330,23100
